title,date,description,picture_filename,count_of_search_phrases,contains_money
Viet­nam ty­coon Truong My Lan sen­tenced to death in $12.5bn fraud ...,11 Apr 2024,6 days ago ... This has meant that un­prece­dent­ed de­tails of cor­rup­tion cas­es are be­ing pub­lished and scru­ti­nised by state ­me­di­a. “I think it's clear there is ...,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDk7cg21ksSoObml4zvnCoocVdKclINxg28xZwNKArz_aMJy1fzVkXec3z&s&resize=770%2C513&quality=80,0,True
North Ko­re­a's Kim says 'now is time to be pre­pared for war': State ...,11 Apr 2024,"6 days ago ... Par­tial­ly blurred im­ages re­leased by state ­me­di­a showed him sur­round­ed by army of­fi­cials, in­spect­ing what ap­peared to be a minia­ture of South ...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQu73LNfVWA51YyucZxgYuk0UxshmyFo2GxLw9l2wmk5qkX6Wbv3Qtk6_Y&s&resize=770%2C513&quality=80,0,False
Trump and the US me­di­a's con­flict of in­ter­est | US Elec­tion 2024 | Al ...,9 Apr 2024,"Apr 8, 2024 ... It is clear that ­me­di­a out­lets stand to ben­e­fit from their cov­er­age of Trump. That is bad for jour­nal­ism and, by ex­ten­sion, for democ­ra­cy. As ...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Fkpp_M0Jp682MF2Ef6YbHk6MMePuiEjfFzy1S-yxS6PnXjzAdKYU2A8&s&resize=770%2C513&quality=80,0,False
Brazil­ian judge or­ders probe of Elon Musk amid X dis­in­for­ma­tion ...,8 Apr 2024,"Apr 7, 2024 ... Econ­o­my|­So­cial Me­dia. Brazil­ian judge or­ders probe of Elon Musk amid X ... Al Jazeera Me­dia Net­work logo. © 2024 Al Jazeera Me­dia Net­work.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQaJFrRfIfTx5oPEwmRiJY-ITRs1X-FDDtl316DC6QKZ9T6LRqnenu_o8&s&resize=770%2C513&quality=80,0,False
Re­mem­ber­ing the Rwan­dan geno­cide 30 years on – how did it ...,7 Apr 2024,"Apr 6, 2024 ... Lo­cal ­me­di­a, in par­tic­u­lar, were cru­cial in aid­ing the mass killings while world me­dia ig­nored or un­der­played them.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR90o_MpcZbJfSU4yBQMLd7l59EeVJ2BebEisYWfRb7MLyVfGVMdo6ASf0&s&resize=770%2C513&quality=80,0,False
The Take: Lay­offs are dec­i­mat­ing the me­dia in­dus­try. Who prof­its ...,4 Apr 2024,"Apr 3, 2024 ... The US ­me­di­a in­dus­try has been dec­i­mat­ed by some of the worst lay­offs in decades. At the cen­tre of these changes are the pri­vate eq­ui­ty ...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBK7k-NpJhcf_LIEkLdlp8avpoPArM1K4mVddz_orjGscxtbKSKY2o-hI&s&resize=770%2C513&quality=80,0,False
Me­dia | To­day's lat­est from Al Jazeera,17 Apr 2024,"Apr 3, 2024 ... Con­tent Feed · Al Jazeera con­demns new Is­raeli law, re­jects Ne­tanyahu's 'lies' · Russ­ian court ex­tends de­ten­tion of jour­nal­ist Alsu Kur­ma­she­va un­til June · Wael ...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb7utMew-Ma7VAisG5wCGwZi-4dotBYIAWidr4XkM88jCbLJ3aqmZc4tcj&s&resize=770%2C513&quality=80,0,False
Me­dia feel pres­sure to tell 'pos­i­tive' Chi­na sto­ry as par­ty tight­ens grip ...,4 Apr 2024,"Apr 3, 2024 ... State-linked Sixth Tone news out­let, known for its cov­er­age of so­cioe­co­nom­ic is­sues, comes un­der scruti­ny.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCroAzaqmx4DlepFZXGJNU0Fc0VR5OCvYPi-rtEju5s6J_iJQkyoVPOEI&s&resize=770%2C513&quality=80,0,False
Free­dom of the Press | To­day's lat­est from Al Jazeera,17 Apr 2024,"Apr 3, 2024 ... Gaza­'s ­me­di­a of­fice and Re­porters With­out Bor­ders say there is ev­i­dence to ... Is­rael is killing Pales­tin­ian jour­nal­ists, ban­ning for­eign me­dia from re­port­ing on ...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQb7utMew-Ma7VAisG5wCGwZi-4dotBYIAWidr4XkM88jCbLJ3aqmZc4tcj&s&resize=770%2C513&quality=80,0,False
Is­rael's war on Gaza up­dates: Aid work­ers killed amid 'man-made ...,3 Apr 2024,"Apr 1, 2024 ... ... ­me­di­a, which tar­gets @Al­Jazeera. This cen­sor­ship of one of the last ... Al Jazeera Me­dia Net­work logo. © 2024 Al Jazeera Me­dia Net­work.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWjuBDd9TflAugfEOfRcy4hCkDEnrSrdNa7pk4UP3WpSU_KiKAIg_CmSA&s&resize=770%2C513&quality=80,0,False
